StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
94,Student 95,Senior,MATH      4B ,DIFF EQUATIONS,36.9968,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
95,Student 96,Sophomore,FAMST   250  ,CULTURAL THEORY,60.9228,FR      104C ,ADV FRENCH GRAMMAR,46.0386,GREEK   598  ,MA RESEARCH & PREP,38.3745,EARTH   113  ,ENG & ENV GEOLOGY,36.4808,DANCE   190  ,UCSB DANCE COMPANY,36.4808
96,Student 97,Junior,MATRL   599  ,PH D DISS PREP,47.256,MATH      3B ,CALC WITH APPLI 2,35.521,MATH    202A ,COMPLEX ANALYSIS,35.521,ESM     402B ,ECO-E PROJECT - B,32.1365,ARTHI     6F ,SUR ARCH & PLAN,31.8413
97,Student 98,Senior,ECE     146A ,DIG COMM FUND,45.7696,MUS A   244  ,CHAMBER MUS ENS,31.4198,MUS A   245  ,BRASS QUINTET,29.5525,MATRL   200S ,INTRO STRUC & PHASE,29.1889,MATRL   205  ,WIDE-BAND GAP MATRL,29.1889
98,Student 99,Senior,GLOBL   197E ,SPECIAL TOPICS,51.5344,RENST   199  ,INDEPENDENT STUDIES,49.2898,MATRL   599  ,PH D DISS PREP,47.256,GREEK   199  ,INDEP STUDY GREEK,43.8704,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,43.0741
99,Student 100,Senior,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,MATH      4B ,DIFF EQUATIONS,36.9968,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,MUS      52  ,VOC/INSTR SUPRVSN,30.0519,PHIL    599  ,PH D DISS PREP,29.4785
100,Student 101,Sophomore,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EARTH   597  ,INDIV STD MA & PHD,41.7077,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077
101,Student 102,Sophomore,MUS A   252  ,VIOLIN ENSEMBLE,36.9955,MUS A   170M ,MIDDLE EAST ENS.,36.4269,FR      599  ,DISS PREPARATION,33.8289,MUS      98  ,READINGS IN MUSIC,33.3324,MUS      17  ,WORLD MUSIC,33.3324
102,Student 103,Senior,MATRL   599  ,PH D DISS PREP,47.256,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GREEK   598  ,MA RESEARCH & PREP,38.3745,BL ST   199RA,INDEP RESEARCH ASST,37.4729,MATH      3B ,CALC WITH APPLI 2,35.521
103,Student 104,Junior,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
104,Student 105,Sophomore,GREEK   598  ,MA RESEARCH & PREP,30.66,FR      596  ,RESEARCH,30.195,ME ST   200A ,INT APPR TO ME ST,28.5041,ME      154  ,STRUCTURES,27.6125,FR      599  ,DISS PREPARATION,27.2724
105,Student 106,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273,PHYS    145L ,EXP RES IN ASTROPHY,30.6153
106,Student 107,Sophomore,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,ECE     130A ,SIGNAL ANALYSIS,40.9977,EACS      5  ,INTRO TO BUDDHISM,39.1042,C LIT   197  ,JR/SR SEMINAR,37.9171
107,Student 108,Junior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
108,Student 109,Graduate,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
109,Student 110,Freshman,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684,PHIL    156  ,HELLENISTIC PHIL,32.9161
110,Student 111,Senior,ME       11  ,INTRO CONCEPTS ME,49.6123,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    16  ,PROBLEM SOLVING I,44.4644,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864
111,Student 112,Junior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
112,Student 113,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,52.7248,GREEK   199  ,INDEP STUDY GREEK,46.1195,ART     593MS,MFA THESIS PROJECT,41.8944,FAMST   195I ,INTERNSHIP,35.2349,RENST   199  ,INDEPENDENT STUDIES,34.5948
113,Student 114,Sophomore,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,ECON    196A ,SEN HONORS SEM,40.6493,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
114,Student 115,Freshman,SOC     185M ,MARXIST&CRIT THEORY,41.0858,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
115,Student 116,Sophomore,SOC     185M ,MARXIST&CRIT THEORY,44.9821,PSTAT   190  ,ULA TRAINING,39.2279,RENST   199  ,INDEPENDENT STUDIES,34.5948,ARTHI   192D ,UCSB INTERNSHIP,34.0062,INT     594NP,NAT AM & INDIG ST,33.9285
116,Student 117,Freshman,MUS A   244  ,CHAMBER MUS ENS,37.866,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
117,Student 118,Sophomore,MATRL   599  ,PH D DISS PREP,47.256,C LIT   197  ,JR/SR SEMINAR,37.9171,MATH      3B ,CALC WITH APPLI 2,35.521,MATH    202A ,COMPLEX ANALYSIS,35.521,C LIT   197H ,SENIOR HONORS SEM,34.4661
118,Student 119,Junior,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    16  ,PROBLEM SOLVING I,44.4644,ME       11  ,INTRO CONCEPTS ME,43.5874,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   189A ,SR CMPTR PRJCT,42.0864
119,Student 120,Junior,FR      104C ,ADV FRENCH GRAMMAR,46.0386,C LIT   197  ,JR/SR SEMINAR,44.5232,FAMST   250  ,CULTURAL THEORY,41.4718,C LIT   197H ,SENIOR HONORS SEM,41.2213,SOC     185M ,MARXIST&CRIT THEORY,41.0858
120,Student 121,Senior,FAMST   250  ,CULTURAL THEORY,60.9228,FR      104C ,ADV FRENCH GRAMMAR,46.0386,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,RENST   199  ,INDEPENDENT STUDIES,34.5948
121,Student 122,Senior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
122,Student 123,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864,CMPSC   189A ,SR CMPTR PRJCT,42.0864
123,Student 124,Junior,ARTHI   127A ,AFRICAN ART-I,42.8607,FR      599  ,DISS PREPARATION,33.8289,FAMST   250  ,CULTURAL THEORY,33.8025,ESM     257  ,CSTL POLICY & MGMT,32.854,ME      197  ,IND STUDIES DESIGN,30.7322
124,Student 125,Senior,C LIT   196H ,HONORS RESEARCH,82.6596,C LIT   197H ,SENIOR HONORS SEM,80.2132,C LIT   191  ,FANTASY/FANTASTIC,79.0395,C LIT   197  ,JR/SR SEMINAR,74.5332,C LIT   194I ,INTERNSHIP,64.6641
125,Student 126,Sophomore,ME      154  ,STRUCTURES,27.6125,RENST   199  ,INDEPENDENT STUDIES,27.2474,MAT     596  ,DIRECTED RESEARCH,25.9705,PHYS    260J ,PHYSICS OUTREACH,25.6726,ME      157  ,INTRO MULTIPHYS SIM,25.5742
126,Student 127,Junior,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EARTH   597  ,INDIV STD MA & PHD,41.7077,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077
127,Student 128,Sophomore,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.2044,ARTHI   192D ,UCSB INTERNSHIP,34.0062,GLOBL   197E ,SPECIAL TOPICS,33.886
128,Student 129,Freshman,CMPSC     5B ,INTRO DATA SCI 2,47.283,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
129,Student 130,Senior,MUS A   244  ,CHAMBER MUS ENS,37.866,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
130,Student 131,Sophomore,C LIT   197H ,SENIOR HONORS SEM,48.7025,C LIT   197  ,JR/SR SEMINAR,40.9007,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   191  ,FANTASY/FANTASTIC,37.892,SOC     130GR,GLOBAL & RESIST,35.7936
131,Student 132,Sophomore,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864,CMPSC   181  ,INTRO COMP VISION,42.0864
132,Student 133,Senior,GREEK   598  ,MA RESEARCH & PREP,53.8036,GLOBL   197E ,SPECIAL TOPICS,51.5344,RENST   199  ,INDEPENDENT STUDIES,49.2898,ENV S   199  ,INDEPENDENT STUDIES,46.1796,GREEK   199  ,INDEP STUDY GREEK,43.8704
133,Student 134,Freshman,LING    195A ,HONORS THESIS,71.3339,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,MATRL   207  ,MECH OF MATERIALS,57.7351,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   200S ,INTRO STRUC & PHASE,57.7351
134,Student 135,Graduate,FR      599  ,DISS PREPARATION,38.5157,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,C LIT   197H ,SENIOR HONORS SEM,33.9186
135,Student 136,Sophomore,PHIL      3  ,CRITICAL THINKING,35.9931,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,35.3445,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659
136,Student 137,Freshman,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    16  ,PROBLEM SOLVING I,44.4644,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
137,Student 138,Freshman,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077,EARTH   597  ,INDIV STD MA & PHD,41.7077
138,Student 139,Freshman,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
139,Student 140,Senior,ARTHI     6F ,SUR ARCH & PLAN,37.3858,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.2044,ARTHI   192D ,UCSB INTERNSHIP,34.0062,C LIT   197H ,SENIOR HONORS SEM,33.9186
140,Student 141,Graduate,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
141,Student 142,Junior,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246,FAMST   250  ,CULTURAL THEORY,41.4718,PHIL    252G ,PLATO,37.3243,DANCE   190  ,UCSB DANCE COMPANY,36.4808
142,Student 143,Freshman,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
143,Student 144,Senior,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077
144,Student 145,Graduate,PHIL    252G ,PLATO,37.3243,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,PHIL    151  ,PRE-SOCRATICS,33.6233
145,Student 146,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292,C LIT   595  ,DOCTORAL COLLOQUIUM,46.495,CMPSC   111  ,INT COMPUTAT SCI,45.8241
146,Student 147,Sophomore,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   189A ,SR CMPTR PRJCT,42.0864,CMPSC   184  ,MOBILE APP DEV,42.0864,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
147,Student 148,Junior,MATRL   598  ,MS THESIS RSCH-PREP,51.3084,MATRL   215A ,SEMICOND DEVICE,49.2222,C LIT   599  ,PH D DIS RE & PREP,45.2473,ECE     153A ,HRDW/SFTW INTERFACE,42.4095,SOC     152B ,TOPICS IN SEXUALITY,42.0922
148,Student 149,Freshman,FR      599  ,DISS PREPARATION,43.4602,PHYS      6AL,INTRO EXPER PHYSICS,42.0498,PHYS     13AL,INTRO TO EXPER PHYS,40.933,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
149,Student 150,Freshman,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,PSTAT   190  ,ULA TRAINING,39.2279,SOC     185C ,CULTURAL THEORY,38.3056
150,Student 151,Senior,INT      86VC,PORTR & SELF IN AI,44.2768,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   293B ,SPEC TOPICS CS SYS,35.4982,ARTHI   192D ,UCSB INTERNSHIP,35.3052,FAMST   195I ,INTERNSHIP,35.2349
151,Student 152,Senior,C LIT   196H ,HONORS RESEARCH,86.2065,C LIT   197  ,JR/SR SEMINAR,78.1557,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   197H ,SENIOR HONORS SEM,72.732,CMPSC    40  ,FOUNDATION COMP SCI,70.8665
152,Student 153,Sophomore,ARTHI   127A ,AFRICAN ART-I,42.8607,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,AS AM   181  ,DESIGN FOR EQUITY,35.4985,C LIT   197H ,SENIOR HONORS SEM,33.9186
153,Student 154,Freshman,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
154,Student 155,Freshman,ECE     130A ,SIGNAL ANALYSIS,40.9977,C LIT   596TS,TS DIR READ & RES,34.5927,EEMB    183  ,TEACHING ASSISTANCE,34.1946,ED      362  ,EXCEP CHILD,31.1567,CMPSC   111  ,INT COMPUTAT SCI,30.5494
155,Student 156,Freshman,ECON    196A ,SEN HONORS SEM,40.6493,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.2044,GLOBL   197E ,SPECIAL TOPICS,33.886
156,Student 157,Freshman,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,PHIL    156  ,HELLENISTIC PHIL,54.8601
157,Student 158,Freshman,SOC     185C ,CULTURAL THEORY,44.5284,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,SOC     290A ,PROFESS DEVLPMT SEM,36.0088,SOC     185M ,MARXIST&CRIT THEORY,35.1677,MATRL   200S ,INTRO STRUC & PHASE,34.6411
158,Student 159,Graduate,FR      599  ,DISS PREPARATION,43.4602,INT      86VC,PORTR & SELF IN AI,37.7181,PHYS    142L ,COND MATTER LAB,36.1337,MCDB    290CE,C ELEGANS DEVELOP,32.4482,FAMST   106A ,CREW PRODUCTION ONE,30.8705
159,Student 160,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,INT      86VC,PORTR & SELF IN AI,34.0639,C LIT   197H ,SENIOR HONORS SEM,33.9186
160,Student 161,Junior,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
161,Student 162,Freshman,ECE     146A ,DIG COMM FUND,54.536,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,CMPSC    24  ,PROBLEM SOLVING II,44.4517
162,Student 163,Graduate,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,INT     594NP,NAT AM & INDIG ST,33.9285
163,Student 164,Sophomore,MUS A   270Z ,ETHNO PERF ENSEMBLE,38.4105,ARTHI     6F ,SUR ARCH & PLAN,37.3858,MUS A   270I ,MUS OF INDIA: SITAR,36.551,ARTHI   192D ,UCSB INTERNSHIP,34.0062,ART     594  ,SP STUDIES/ST ART,32.2488
164,Student 165,Junior,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273
165,Student 166,Freshman,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
166,Student 167,Freshman,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   207  ,MECH OF MATERIALS,57.7351,MATRL   200S ,INTRO STRUC & PHASE,57.7351,MATRL   215A ,SEMICOND DEVICE,55.097
167,Student 168,Freshman,AS AM   181  ,DESIGN FOR EQUITY,55.106,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,36.4368,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785
168,Student 169,Senior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
169,Student 170,Senior,ECE     130A ,SIGNAL ANALYSIS,39.6436,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PSTAT   190  ,ULA TRAINING,39.2279,MATH      4B ,DIFF EQUATIONS,36.9968,FR      599  ,DISS PREPARATION,33.8289
170,Student 171,Junior,AS AM   181  ,DESIGN FOR EQUITY,46.1932,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,PHYS    103  ,INT MECH & SPEC REL,29.4023
171,Student 172,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,51.1481,ARTHI   265  ,SEM ARCH HIST URBAN,46.6455,ART     594  ,SP STUDIES/ST ART,45.8836,ARTHI   136O ,GREEN ARCHITECTURE,45.3001,GLOBL   197E ,SPECIAL TOPICS,44.1211
172,Student 173,Junior,RENST   199  ,INDEPENDENT STUDIES,34.5948,AS AM   181  ,DESIGN FOR EQUITY,34.2044,GLOBL   197E ,SPECIAL TOPICS,33.886,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,29.297,ARTHI     6F ,SUR ARCH & PLAN,28.0225
173,Student 174,Senior,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,GLOBL   197E ,SPECIAL TOPICS,33.886,FAMST   106A ,CREW PRODUCTION ONE,29.4616,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,29.297
174,Student 175,Sophomore,LING    195A ,HONORS THESIS,71.3339,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,MATRL   207  ,MECH OF MATERIALS,57.7351,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   200S ,INTRO STRUC & PHASE,57.7351
175,Student 176,Graduate,PHYS      7B ,BASIC PHYSICS,46.6309,PHYS      6CL,INTRO EXPER PHYSICS,40.6085,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,PHYS    134L ,OBSER. ASTROPHYSICS,36.482
176,Student 177,Sophomore,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
177,Student 178,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273,PHYS    145L ,EXP RES IN ASTROPHY,30.6153
178,Student 179,Graduate,MARSC   595  ,SEM MARINE SCIENCE,45.8435,LING    297  ,GRADUATE STUDIES,45.8435,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736
179,Student 180,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
180,Student 181,Junior,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,74.9192,C LIT   197  ,JR/SR SEMINAR,71.5496,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   184  ,MOBILE APP DEV,70.144
181,Student 182,Senior,MATRL   599  ,PH D DISS PREP,47.256,MATH      3B ,CALC WITH APPLI 2,35.521,MATH    202A ,COMPLEX ANALYSIS,35.521,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,ESM     402B ,ECO-E PROJECT - B,32.1365
182,Student 183,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,SOC     185M ,MARXIST&CRIT THEORY,46.0005,C LIT   191  ,FANTASY/FANTASTIC,40.9043
183,Student 184,Senior,FAMST   106A ,CREW PRODUCTION ONE,53.1524,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,RENST   199  ,INDEPENDENT STUDIES,49.2898,ARTHI     6F ,SUR ARCH & PLAN,48.4747
184,Student 185,Freshman,FAMST   250  ,CULTURAL THEORY,73.89,GREEK   598  ,MA RESEARCH & PREP,53.8036,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,RENST   199  ,INDEPENDENT STUDIES,49.2898
185,Student 186,Graduate,ECON    196A ,SEN HONORS SEM,44.8863,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,CHEM    242A ,CHEM ASPECT BIO SYS,32.0127,FAMST   106A ,CREW PRODUCTION ONE,30.8705,ENGL    106CW,CATALYST WRITING,30.7914
186,Student 187,Junior,EEMB    144L ,MARINE MICRO LAB,38.2453,EARTH   285  ,PHYS. VOLCANOLOGY,30.9106,PHYS      6CL,INTRO EXPER PHYSICS,28.8822,ANTH    125  ,ANTHRO OF GENDER,27.6622,ME      154  ,STRUCTURES,27.6125
187,Student 188,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292,C LIT   595  ,DOCTORAL COLLOQUIUM,46.495,CMPSC   111  ,INT COMPUTAT SCI,45.8241
